offset unicorr gausscorr
195640 0.24964 0.0027355
195660 0.249865 -0.00179868
195680 0.249843 -0.00142827
195700 0.249617 0.00169837
195720 0.24952 -0.000157329
195740 0.24963 0.00130378
195760 0.249709 -0.000231162
195780 0.249828 0.000281843
195800 0.249461 0.000217024
195820 0.24959 0.0042525
195840 0.24953 0.00100977
195860 0.249819 -0.00151478
195880 0.249747 0.00172745
195900 0.249783 -0.00428171
195920 0.249672 -0.00114382
195940 0.249609 -0.000108021
195960 0.249654 0.000287044
195980 0.249787 -0.00267077
196000 0.249647 -0.00125502
196020 0.249848 -0.000198402
196040 0.249526 0.00134267
196060 0.249701 -0.00211696
196080 0.249896 -0.0010352
196100 0.249805 0.000269853
196120 0.249497 0.000750684
196140 0.24975 0.00165414
196160 0.249781 -0.00238258
196180 0.249892 -0.000467305
196200 0.249804 -0.00174557
196220 0.250056 -0.00035826
196240 0.249702 -0.0023662
196260 0.249612 0.000340922
196280 0.24986 -0.000542054
196300 0.249457 -0.000383846
196320 0.249763 0.00130694
196340 0.249667 0.00286499
196360 0.24983 0.00259509
196380 0.249427 0.00136927
196400 0.249561 0.000769715
196420 0.24957 0.000468441
196440 0.249946 -0.00167208
196460 0.249938 3.45043e-05
196480 0.249636 0.000786989
196500 0.249535 0.00176165
196520 0.249723 -0.000224165
196540 0.249665 4.85194e-05
196560 0.249664 0.00105803
196580 0.249737 -0.003149
196600 0.249698 -0.000231636
196620 0.249935 0.00147277
196640 0.249709 -0.00147609
196660 0.249685 0.000526417
196680 0.249746 0.00142308
196700 0.249731 0.000999359
196720 0.249717 -0.00212808
196740 0.249683 -0.00133378
196760 0.249559 -0.00156082
196780 0.249769 0.000366173
196800 0.249963 -0.0024353
196820 0.249728 0.00223547
196840 0.24988 -0.00373075
196860 0.249678 -0.000852934
196880 0.249479 -7.95691e-05
196900 0.249958 0.0039135
196920 0.249664 -0.000963207
196940 0.24977 -6.8595e-05
196960 0.249913 0.000973539
196980 0.249681 -0.000724259
197000 0.249653 0.00137017
197020 0.249882 -0.000260721
197040 0.249881 -0.00205134
197060 0.249666 -0.000822006
197080 0.249582 -6.14901e-05
197100 0.249638 0.00171977
197120 0.249735 0.00323904
197140 0.249594 -0.000708513
197160 0.249746 -0.000946991
197180 0.249494 -0.0012203
197200 0.249512 -0.00326752
197220 0.24968 -0.000696676
197240 0.249831 0.00282885
197260 0.249841 8.67693e-05
197280 0.249352 4.16097e-05
197300 0.249969 -0.00251624
197320 0.249804 0.00161499
197340 0.249783 -0.000474035
197360 0.249534 0.00264871
197380 0.249812 0.00200976
197400 0.249531 -0.00171573
197420 0.249611 0.000787762
197440 0.249684 -0.000317468
197460 0.249804 -0.000692307
197480 0.249638 -0.00132211
197500 0.249682 0.00374135
197520 0.249503 0.000629865
197540 0.249887 -0.000630532
197560 0.249671 0.000465218
197580 0.249789 0.000204971
197600 0.24978 0.00101763
197620 0.249526 -0.000266809
197640 0.249679 0.00159755
197660 0.249761 0.000718815
197680 0.249802 -0.000283353
197700 0.249651 -0.00313028
197720 0.249777 -0.000863451
197740 0.249968 -0.00249747
197760 0.24946 0.00280403
197780 0.249846 -0.000112918
197800 0.249692 0.00185289
197820 0.249453 5.82614e-05
197840 0.249639 -0.000866659
197860 0.249883 0.000834708
197880 0.249612 0.00110594
197900 0.24944 0.00138426
197920 0.249697 -0.00193025
197940 0.249762 -0.000920991
197960 0.249762 -0.0019866
197980 0.24943 -9.278e-05
198000 0.250089 -8.54459e-05
198020 0.24953 0.00210703
198040 0.249563 -0.000444367
198060 0.249848 -0.00170151
198080 0.249881 -0.00201553
198100 0.249661 0.00132204
198120 0.249892 0.000426753
198140 0.249669 0.000358176
198160 0.249677 0.00209335
198180 0.249867 0.000834892
198200 0.249724 -0.00120676
198220 0.249686 0.0024369
198240 0.249703 0.000902866
198260 0.249727 0.000416102
198280 0.249616 -0.000296027
198300 0.249904 0.00170109
198320 0.249616 -0.00237796
198340 0.249662 0.000695854
198360 0.249711 0.00359156
198380 0.249519 -0.00185035
198400 0.249773 0.00157842
198420 0.249762 -0.00134234
198440 0.249499 0.00370424
198460 0.249389 0.00144895
198480 0.249743 -0.000954463
198500 0.249627 0.00235266
198520 0.249868 0.000685612
198540 0.249878 -0.00040292
198560 0.249772 -0.000564161
198580 0.249714 -0.000804413
198600 0.249822 -0.000265997
198620 0.24978 0.00034422
198640 0.249788 0.000374767
198660 0.249697 -0.000217806
198680 0.249666 -0.0017183
198700 0.249772 0.00158212
198720 0.24934 0.000506329
198740 0.249801 0.000632235
198760 0.249614 0.00174392
198780 0.24948 0.00346231
198800 0.249589 0.000314816
198820 0.249852 0.00121328
198840 0.2496 0.000459489
198860 0.249805 0.00343716
198880 0.250052 -0.0014853
198900 0.249734 -0.00197825
198920 0.24979 -0.000816059
198940 0.249589 -0.00423964
198960 0.249715 -0.00296398
198980 0.25003 0.00106503
199000 0.249534 -0.000194497
199020 0.24982 0.00182899
199040 0.249479 -0.00271975
199060 0.249832 -0.000826875
199080 0.249961 -0.00102368
199100 0.249795 -0.000992441
199120 0.249561 0.000118432
199140 0.249729 -0.00181011
199160 0.249805 0.000736191
199180 0.249686 0.000290446
199200 0.249561 0.000314588
199220 0.249485 0.000286931
199240 0.249669 -0.00233345
199260 0.24952 -0.000490874
199280 0.249696 -0.00311864
199300 0.24971 -0.000704261
199320 0.249981 0.00342435
199340 0.249484 -0.00359384
199360 0.249634 -0.00112523
199380 0.249768 0.000113214
199400 0.249892 0.000632326
199420 0.249688 -0.00219329
199440 0.249546 0.000833362
199460 0.249667 -0.00405829
199480 0.249716 7.2603e-05
199500 0.24964 0.00179503
199520 0.2497 -2.75006e-05
199540 0.24988 -0.000995907
199560 0.24963 -0.000465611
199580 0.249713 -0.00291784
199600 0.249473 0.000370781
199620 0.249698 0.00309158
199640 0.249852 0.000491638
199660 0.249884 0.000144848
199680 0.249483 -0.00278945
199700 0.249717 -0.00130208
199720 0.249591 -0.000515296
199740 0.249908 -0.00120831
199760 0.249592 -0.000181493
199780 0.249535 0.000806532
199800 0.249837 -0.0016291
199820 0.249881 -0.00153333
199840 0.249675 0.00119548
199860 0.249689 0.000342984
199880 0.249787 -0.00224495
199900 0.249792 -0.00218658
199920 0.249851 0.00112308
199940 0.249754 -0.00139916
199960 0.24972 0.000366397
199980 0.249677 0.00106652
200000 0.249699 -0.000131374
200020 0.249817 -0.00141014
200040 0.249874 -0.00248907
200060 0.249834 0.00220814
200080 0.249882 -0.00222425
200100 0.249728 -0.000513249
200120 0.250057 0.00268216
200140 0.249469 -0.00134514
200160 0.249938 -0.000212553
200180 0.249805 0.000365156
200200 0.249589 -0.000619525
200220 0.249659 0.000184863
200240 0.249756 -8.28781e-05
200260 0.249975 0.000623981
200280 0.249684 -0.000527212
200300 0.249743 -0.00191381
200320 0.249755 -6.7204e-06
200340 0.249821 0.00331473
200360 0.249369 -0.00305387
200380 0.249561 -0.00264624
200400 0.249749 0.00020734
200420 0.249756 0.00261382
200440 0.249759 -5.0307e-05
200460 0.249351 0.000952594
200480 0.249808 0.000599421
200500 0.249887 -0.0015804
200520 0.24972 -0.00236612
200540 0.249757 0.0015478
200560 0.24967 -0.00167956
200580 0.249873 -0.00126139
200600 0.24946 0.00105463
200620 0.249883 -0.00112735
200640 0.24961 0.00212764
200660 0.249484 0.00116125
200680 0.249529 -0.0010424
200700 0.24959 -2.50945e-05
200720 0.24955 -0.000630934
200740 0.249524 -0.00175935
200760 0.249579 0.000601377
200780 0.249781 0.00202952
200800 0.249492 0.0028085
200820 0.249683 0.000217762
200840 0.249555 0.00151188
200860 0.249972 0.00174541
200880 0.24998 0.00111997
200900 0.249769 0.00169718
200920 0.249742 0.000325432
200940 0.249675 -0.00262277
200960 0.249587 0.000320738
200980 0.249896 -0.00243305
201000 0.249738 0.00108601
201020 0.249848 -0.00118481
201040 0.249863 -0.000460706
201060 0.249428 -0.000106019
201080 0.24964 0.00153693
201100 0.249749 -0.000352767
201120 0.249855 -0.0028755
201140 0.249971 -0.00182506
201160 0.249689 -0.00014441
201180 0.249665 -0.00269676
201200 0.249597 0.000517969
201220 0.249414 0.00195224
201240 0.249633 -0.000487986
201260 0.24978 -0.000320385
201280 0.249851 -0.00188801
201300 0.249579 -0.000803186
201320 0.249737 -0.00121777
201340 0.24958 -0.000653758
201360 0.249806 0.000605033
201380 0.249821 0.00151779
201400 0.249888 0.00201742
201420 0.250085 -0.00176611
201440 0.249577 0.00223587
201460 0.250061 0.000522103
201480 0.249575 0.00308174
201500 0.249914 0.0010624
201520 0.249544 -0.00173539
201540 0.249642 -0.000219452
201560 0.249809 0.00131907
201580 0.249766 -0.000180714
201600 0.249892 7.71602e-05
201620 0.249778 -0.000174727
201640 0.249585 0.00129914
201660 0.24972 0.000375971
201680 0.24984 -0.00132701
201700 0.249384 0.00111924
201720 0.249668 -0.00189585
201740 0.249636 -0.00194281
201760 0.249822 -0.00414771
201780 0.249717 0.00172787
201800 0.249771 -0.00415948
201820 0.249585 0.000348629
201840 0.249785 -0.00145359
201860 0.250076 -0.000531277
201880 0.249836 0.000851008
201900 0.249779 0.00123801
201920 0.249652 -0.0036251
201940 0.249728 0.00217639
201960 0.249749 0.000166843
201980 0.249789 -0.00162184
202000 0.249889 0.000497899
202020 0.249589 0.000886763
202040 0.2498 0.00013171
202060 0.249734 -0.000339531
202080 0.249603 0.00343926
202100 0.249721 -0.000763374
202120 0.249742 -0.000571269
202140 0.249688 -0.00287348
202160 0.249774 -0.0028391
202180 0.249579 -0.00178697
202200 0.24986 -0.000862212
202220 0.249941 0.00140628
202240 0.249421 -0.00203368
202260 0.249791 0.00186623
202280 0.249804 -0.00050661
202300 0.249873 -0.00279337
202320 0.249715 -0.000416097
202340 0.249767 0.000864104
202360 0.250108 -0.000856006
202380 0.249638 0.0030684
202400 0.249667 -0.000496719
202420 0.24972 0.000551607
202440 0.249732 0.00104296
202460 0.249551 0.000399094
202480 0.249692 0.00331129
202500 0.249902 0.00018914
202520 0.249949 4.37421e-05
202540 0.249724 -0.000299503
202560 0.249942 -0.0023231
202580 0.249714 -0.00314942
202600 0.249889 -0.00588405
202620 0.249743 0.00110311
202640 0.249568 -0.000936588
202660 0.249874 -0.000131079
202680 0.249531 -0.000238102
202700 0.2496 0.000864382
202720 0.249778 0.000283723
202740 0.249702 0.00294941
202760 0.249595 -0.000216952
202780 0.249646 -0.000615887
202800 0.24976 -0.0043293
202820 0.24967 0.00225502
202840 0.249476 -0.000292942
202860 0.249832 -0.00157974
202880 0.249446 -0.00457455
202900 0.249543 0.00262812
202920 0.249643 -0.000708102
202940 0.249753 -0.00219574
202960 0.249553 0.00137988
202980 0.249863 -0.00374009
203000 0.249619 0.000885733
203020 0.249647 -0.000107766
203040 0.249492 -0.0024349
203060 0.249619 0.000211181
203080 0.249726 0.000455061
203100 0.249911 -0.000738569
203120 0.249963 -0.00238894
203140 0.249824 -0.00338158
203160 0.249781 0.000292631
203180 0.249779 -0.00127945
203200 0.249702 -0.00127495
203220 0.249818 0.00186793
203240 0.249698 0.000351513
203260 0.249843 0.000397656
203280 0.24971 -0.000692083
203300 0.249749 0.000910597
203320 0.249579 0.00349061
203340 0.249787 0.00228546
203360 0.249751 9.58069e-05
203380 0.249795 0.00170262
203400 0.249657 0.000187611
203420 0.249657 0.0023203
203440 0.249717 0.000186549
203460 0.249884 0.000303532
203480 0.249613 -0.00118677
203500 0.249559 0.000254719
203520 0.249617 -0.00240065
203540 0.250214 0.00108722
203560 0.249748 0.000409438
203580 0.249727 -0.00237236
203600 0.249817 0.000300483
203620 0.249601 0.000969408
203640 0.249677 0.00400208
203660 0.249934 0.00269706
203680 0.249618 0.000485697
203700 0.249578 -0.00327157
203720 0.249565 0.000751891
203740 0.249466 0.000436321
203760 0.249716 0.000843663
203780 0.24973 -0.0026038
203800 0.24965 6.97783e-05
203820 0.249719 0.0013789
203840 0.249728 -0.0015763
203860 0.249427 0.000855054
203880 0.249768 0.00107306
203900 0.249712 0.00262011
203920 0.249774 -7.06252e-05
203940 0.249508 0.000362222
203960 0.249707 0.00401935
203980 0.249874 -0.000156987
204000 0.249648 0.00122037
204020 0.24985 -0.00150424
204040 0.24976 0.00244262
204060 0.249763 -0.00013174
204080 0.249602 0.00262289
204100 0.249303 0.000345899
204120 0.249537 -0.00117047
204140 0.249791 0.00127629
204160 0.249738 0.00244234
204180 0.249812 0.000837848
204200 0.249755 0.00314257
204220 0.249789 -0.00348447
204240 0.249352 -0.00185229
204260 0.249924 -0.00100732
204280 0.249637 0.000533576
204300 0.249806 -0.00142311
204320 0.249428 -5.58408e-05
204340 0.249703 -0.0012277
204360 0.249579 0.00130042
204380 0.24951 0.00444895
204400 0.249752 0.00350429
204420 0.249752 -0.00288814
204440 0.249493 -0.00194356
204460 0.249614 -0.000734222
204480 0.249828 -0.000744563
204500 0.249832 0.000157324
204520 0.249465 -0.00183249
204540 0.249853 -0.000111111
204560 0.249929 0.00387858
204580 0.249603 -0.000854042
204600 0.249652 -0.00144058
204620 0.249663 0.000521628
204640 0.249484 0.00279435
204660 0.24976 -0.00223803
204680 0.249577 0.00119282
204700 0.249632 0.0032204
204720 0.249643 -0.000934276
204740 0.249439 -0.000825338
204760 0.249842 0.00109583
204780 0.249897 0.00245834
204800 0.249584 -0.00177644
204820 0.249508 0.000277571
204840 0.249662 -0.000347053
204860 0.249761 0.00203156
204880 0.249716 -0.00221277
204900 0.249753 -0.000989285
204920 0.249221 0.00353919
204940 0.249486 -0.00259924
204960 0.249717 -0.00232695
204980 0.249671 0.00267967
205000 0.249689 -0.00222056
205020 0.249847 -0.0016577
205040 0.249677 -0.00124133
205060 0.249634 -0.00359069
205080 0.249834 -0.000102087
205100 0.249803 0.00254058
205120 0.249536 0.00152156
205140 0.249822 0.0022715
205160 0.249684 -0.00105287
205180 0.249574 -0.000844505
205200 0.249706 -0.00425434
205220 0.249588 -0.0035096
205240 0.24953 -0.00105748
205260 0.249479 -0.00207042
205280 0.249983 -0.000397757
205300 0.24977 9.34632e-05
205320 0.249479 -0.00115068
205340 0.249719 -0.00162053
205360 0.249775 -0.000890243
205380 0.249798 -0.00139815
205400 0.249828 0.00206607
205420 0.249377 -0.000177577
205440 0.249359 0.000312303
205460 0.249482 0.00411047
205480 0.249528 0.00142105
205500 0.249875 -0.000831535
205520 0.249647 -0.000533663
205540 0.249706 -0.00519406
205560 0.250083 -0.00283715
205580 0.249913 -0.00109053
205600 0.249765 -0.000798539
205620 0.249857 0.000378342
205640 0.249853 0.00154075
205660 0.249519 -0.00347747
205680 0.249674 -0.00149546
205700 0.249558 -0.00398154
205720 0.249607 -0.000879986
205740 0.249653 6.89615e-05
205760 0.249779 0.00118141
205780 0.249697 0.000446236
205800 0.249745 -0.000231666
205820 0.249629 -0.00485863
205840 0.249532 -0.000832586
205860 0.249701 0.0047987
205880 0.249565 0.00279674
205900 0.24925 0.00123224
205920 0.249762 0.00343243
205940 0.249518 -0.00060809
205960 0.249786 -0.000676207
205980 0.249491 -0.000577189
206000 0.249722 -0.0022196
206020 0.249799 -0.00131013
206040 0.249747 -0.0013031
206060 0.249499 -0.00277873
206080 0.249549 -0.00322918
206100 0.249428 -0.00232526
206120 0.249685 0.00105035
206140 0.249549 -0.000595884
206160 0.249575 -0.000315439
206180 0.249806 0.00082386
206200 0.249764 -0.00257081
206220 0.249484 -0.00158018
206240 0.249634 -0.00165715
206260 0.249805 -0.00235365
206280 0.249722 -0.00408866
206300 0.249501 0.00179809
206320 0.249791 0.00236832
206340 0.249815 -0.000967067
206360 0.24963 -0.000186345
206380 0.249779 0.000723898
206400 0.249511 0.00313766
206420 0.250018 -0.00172745
206440 0.249555 9.64766e-05
206460 0.24976 -0.00143748
206480 0.249919 -0.00118618
206500 0.249646 0.00176129
206520 0.249652 0.00225408
206540 0.249722 -0.001454
206560 0.249509 -0.00270251
206580 0.249443 -0.00084671
206600 0.249559 -0.00171843
206620 0.249633 -0.00157867
206640 0.249707 0.000204745
206660 0.249589 0.00211477
206680 0.249839 0.00195309
206700 0.249773 -0.00115201
206720 0.249639 -0.000870285
206740 0.25001 -0.00129785
206760 0.249751 0.00371172
206780 0.24975 0.00111396
206800 0.249813 0.00176144
206820 0.24969 0.00249327
206840 0.249881 0.0012414
206860 0.249762 0.00432596
206880 0.24968 -0.00145592
206900 0.249668 0.00228982
206920 0.249441 -0.00146953
206940 0.249705 0.00360719
206960 0.249837 0.00221308
206980 0.249666 -0.00116682
207000 0.249525 0.00143603
207020 0.249781 0.000454337
207040 0.249652 -0.00173363
207060 0.24962 -0.00269761
207080 0.249677 -4.56012e-05
207100 0.249864 0.00164124
207120 0.249675 -0.00179912
207140 0.250145 -0.00156745
207160 0.24996 -0.000812166
207180 0.249619 -0.000962817
207200 0.249701 0.0016657
207220 0.249746 -0.00108187
207240 0.249715 0.000202659
207260 0.249633 -0.000884055
207280 0.249835 -0.00253752
207300 0.249705 0.000909732
207320 0.249662 -0.00112488
207340 0.249553 -0.00171656
207360 0.249807 0.00156361
207380 0.249774 0.00150944
207400 0.249689 0.00284189
207420 0.249542 -0.00300985
207440 0.249663 0.00279916
207460 0.249724 0.00155711
207480 0.249507 0.00278698
207500 0.249593 -0.00217806
207520 0.24989 -0.000458307
207540 0.249657 0.00268627
207560 0.24939 -0.00113801
207580 0.249474 0.00277576
207600 0.249724 0.000331706
207620 0.249769 0.000916949
207640 0.249417 -0.00160796
207660 0.249688 2.33566e-05
207680 0.249546 0.00381234
207700 0.249656 0.000175703
207720 0.249716 0.000567561
207740 0.249938 0.000235775
207760 0.249604 -0.00177302
207780 0.249919 0.000599604
207800 0.249778 0.000250186
207820 0.249705 0.00125544
207840 0.249825 -0.00166395
207860 0.249475 0.00107761
207880 0.249459 -0.000309809
207900 0.249908 0.00234788
207920 0.249923 -0.00188324
207940 0.249489 0.00356796
207960 0.249684 0.00169045
207980 0.249704 0.00194319
208000 0.249606 0.000458466
208020 0.249632 0.00151329
208040 0.249831 0.00385574
208060 0.249748 0.000893158
208080 0.249648 0.000952397
208100 0.249863 0.00207069
208120 0.249751 0.000140509
208140 0.249711 -0.00187942
208160 0.250011 -0.00225025
208180 0.249457 0.000107086
208200 0.249856 -0.00106233
208220 0.249623 0.00271789
208240 0.249695 -0.00100768
208260 0.249918 0.00153197
208280 0.249848 0.00166642
208300 0.249668 0.000738237
208320 0.249646 -0.00209543
208340 0.249658 0.00417531
208360 0.249664 -0.00388225
208380 0.249927 -0.00149238
208400 0.2498 0.000776269
208420 0.249505 0.000743413
208440 0.249754 -0.000411535
208460 0.249494 -0.00101523
208480 0.24961 -0.00266421
208500 0.249796 -0.0023812
208520 0.249832 0.000992375
208540 0.24977 0.00218486
208560 0.24948 -0.00324551
208580 0.249563 -0.00071459
208600 0.249683 -0.00171932
208620 0.249623 -0.00134772
208640 0.249637 -0.0016896
208660 0.249803 -0.00135514
208680 0.249539 0.00169737
208700 0.249448 0.000363492
208720 0.24958 0.00359782
208740 0.249661 0.001111
208760 0.24968 -0.00267276
208780 0.249583 0.00115337
208800 0.249697 -0.00167568
208820 0.249921 -0.000231096
208840 0.24966 0.000915934
208860 0.249663 -0.00186905
208880 0.249711 -0.000983594
208900 0.249778 0.000536691
208920 0.24931 0.00183475
208940 0.249604 0.00325384
208960 0.2496 0.00133246
208980 0.249495 4.76803e-05
209000 0.249741 0.00200821
209020 0.249641 0.000316836
209040 0.249672 0.000467069
209060 0.249561 0.000479028
209080 0.249617 -0.00057571
209100 0.249719 -0.000951752
209120 0.249637 0.00172675
209140 0.249898 -0.000118868
209160 0.249384 0.00284235
209180 0.249667 -0.000470653
209200 0.249982 -0.000404591
209220 0.249732 0.00107866
209240 0.249667 -0.000466945
209260 0.249551 -2.62387e-06
209280 0.249715 -0.00170402
209300 0.249761 0.00104208
209320 0.249972 -0.000798084
209340 0.249701 0.00151422
209360 0.249717 0.00146772
209380 0.249423 0.000105129
209400 0.24978 2.75566e-05
209420 0.24988 0.000293792
209440 0.249738 0.000273804
209460 0.249812 0.00241069
209480 0.249554 0.000990354
209500 0.249607 -0.00130787
209520 0.249663 0.000248218
209540 0.249928 0.00283667
209560 0.249606 0.00231017
209580 0.249668 -0.00464038
209600 0.249501 -0.0012239
209620 0.249529 -0.00111567
209640 0.249506 -0.000204528
209660 0.24973 0.00183048
209680 0.249618 4.53747e-05
209700 0.249942 -0.000550953
209720 0.249572 -0.0026277
209740 0.249843 0.0015989
209760 0.249599 -0.00175561
209780 0.249841 0.000207977
209800 0.249526 -0.00252356
209820 0.249723 0.000314045
209840 0.249319 -0.00117954
209860 0.249912 0.00011185
209880 0.249641 -0.0020439
209900 0.24974 -0.00498232
209920 0.249516 0.00142785
209940 0.249746 0.00135514
209960 0.249562 -0.00409892
209980 0.249736 -0.000196975
210000 0.24966 -0.000416525
210020 0.24968 -0.00237736
210040 0.249894 -0.00159311
210060 0.249727 0.000851013
210080 0.249759 -0.00170257
210100 0.24969 0.00222573
210120 0.249671 -0.00172951
210140 0.249795 -0.00217341
210160 0.249488 -0.000786604
210180 0.25001 0.00312398
210200 0.249835 0.00155339
210220 0.250144 0.00212117
210240 0.249636 0.00266839
210260 0.249905 0.00202426
210280 0.249769 0.00248821
210300 0.249839 -0.000113672
210320 0.249482 -0.000413821
210340 0.249947 0.0014743
210360 0.249704 -0.00167364
210380 0.249545 0.00363996
210400 0.249575 0.00183443
210420 0.249546 -0.00213037
210440 0.249916 -0.00191747
210460 0.24964 -0.000139013
210480 0.249482 0.00203944
210500 0.249536 0.000164691
210520 0.249736 -0.00218633
210540 0.249574 -0.000748123
210560 0.249667 0.00222205
210580 0.249596 0.00050062
210600 0.249884 0.00128103
210620 0.249639 0.0045721
210640 0.249963 0.000407962
210660 0.249608 0.00240559
210680 0.249754 0.00079589
210700 0.249926 0.000148807
210720 0.249536 0.00341695
210740 0.249661 -0.00127097
210760 0.249613 0.00269704
210780 0.24961 0.00141799
210800 0.249767 0.000384814
210820 0.249806 0.000222326
210840 0.249679 -0.00210687
210860 0.249527 0.00115641
210880 0.249794 0.00114158
210900 0.249497 -0.00197966
210920 0.249512 -0.00112336
210940 0.249832 -0.00323312
210960 0.249786 0.00376317
210980 0.249583 0.000208934
211000 0.24948 -0.00424367
211020 0.249736 0.000925519
211040 0.249632 0.000855915
211060 0.249617 0.0038967
211080 0.249584 0.00226454
211100 0.249665 0.0033711
211120 0.249775 0.00206382
211140 0.249573 0.00324281
211160 0.24997 0.000629978
211180 0.249755 8.90766e-05
211200 0.24945 0.00143393
211220 0.249399 0.00105477
211240 0.249657 -0.00289039
211260 0.249478 0.000689678
211280 0.249553 -0.00275944
211300 0.249825 -0.00131827
211320 0.249477 -0.000185304
211340 0.249359 -0.00236041
211360 0.249758 -0.00467281
211380 0.249549 0.000479708
211400 0.249718 -0.000452063
211420 0.249635 -0.00181383
211440 0.249748 0.00159014
211460 0.249523 -0.000457944
211480 0.249586 0.0014634
211500 0.249736 -0.0024051
211520 0.2497 0.00087124
211540 0.249877 -0.000930099
211560 0.249712 -0.00377892
211580 0.250002 -0.00164654
211600 0.249573 -0.0013315
211620 0.249732 -0.000316272
211640 0.249751 0.00012931
211660 0.249928 0.00203991
211680 0.249783 0.00365856
211700 0.249682 -0.00151065
211720 0.249544 -0.00376462
211740 0.249781 -0.00170871
211760 0.249633 -0.000332191
211780 0.24986 0.00355686
211800 0.24968 0.000407187
211820 0.249881 0.00150181
211840 0.249777 -0.00146338
211860 0.249776 0.00348082
211880 0.249512 -0.00323484
211900 0.249998 -0.00018807
211920 0.249782 0.00181043
211940 0.249576 -0.000229939
211960 0.249416 0.00136789
211980 0.249646 7.19206e-05
212000 0.24987 0.000151316
212020 0.249742 5.95657e-05
212040 0.249842 -0.00235877
212060 0.249565 0.0024463
212080 0.249691 -0.00189752
212100 0.250026 0.00135696
212120 0.24963 0.000154357
212140 0.249568 0.000396753
212160 0.249669 0.000627071
212180 0.249608 0.000677778
212200 0.24965 0.00121039
212220 0.249653 -0.000457889
212240 0.249753 3.13068e-05
212260 0.249653 -0.000275455
212280 0.249982 0.000735121
212300 0.249656 -0.00162585
212320 0.249701 0.00284526
212340 0.249667 0.00183879
212360 0.249843 0.00184097
212380 0.249745 0.000157032
212400 0.249773 0.00163142
212420 0.249383 -0.00208844
212440 0.24981 0.00108269
212460 0.249751 0.000754209
212480 0.249656 -0.00300007
212500 0.249645 -0.00144628
212520 0.249806 0.000485076
212540 0.249668 -0.0028541
212560 0.249616 -0.000232293
212580 0.249445 0.00339693
212600 0.249549 0.0010359
212620 0.249525 -0.000358315
212640 0.24962 0.000458647
212660 0.249278 1.20281e-06
212680 0.249673 -0.00192319
212700 0.24976 0.00254769
212720 0.249662 0.00105159
212740 0.249779 0.00252992
212760 0.249692 2.48967e-05
212780 0.249726 0.0031619
212800 0.249717 0.0018075
212820 0.249501 0.00111394
212840 0.249488 0.000346666
212860 0.249674 -0.000444209
212880 0.249493 -0.00141593
212900 0.249968 -0.00103127
212920 0.249759 -0.000553441
212940 0.250134 2.318e-05
212960 0.249574 0.0026756
212980 0.249672 0.000702916
213000 0.249602 -0.000513752
213020 0.249779 0.00157416
213040 0.249623 -0.00184216
213060 0.249586 0.00204097
213080 0.249485 -0.00134941
213100 0.249674 -0.000827364
213120 0.249533 -0.000305619
213140 0.249678 -0.000762216
213160 0.249708 -0.000729766
213180 0.249505 -0.000793768
213200 0.249816 -0.00181671
213220 0.249367 -0.000124083
213240 0.249736 0.000789839
213260 0.249809 -0.000455668
213280 0.249777 -2.847e-05
213300 0.249447 0.000373761
213320 0.249728 0.00046015
213340 0.249717 -0.000135071
213360 0.249543 0.000498739
213380 0.24978 0.00495349
213400 0.249668 -0.00096139
213420 0.249539 0.00161707
213440 0.249614 0.000736372
213460 0.249588 -0.00166748
213480 0.249666 0.000849604
213500 0.249748 -0.000446176
213520 0.249732 0.00437205
213540 0.249962 -0.000457623
213560 0.249478 -0.00167181
213580 0.2496 0.000375391
213600 0.249651 -0.000509558
213620 0.249672 0.000955155
213640 0.24937 0.00179698
213660 0.24964 -0.000389548
213680 0.249413 0.000319803
213700 0.249681 -0.00345872
213720 0.24948 0.00311116
213740 0.249647 -0.0021492
213760 0.249609 -0.000946103
213780 0.249812 0.00108565
213800 0.249835 0.000184315
213820 0.249876 0.00271018
213840 0.249572 -0.00110973
213860 0.249483 0.000373141
213880 0.249682 0.00212912
213900 0.249724 -0.00535096
213920 0.249848 0.00111813
213940 0.249732 6.44419e-05
213960 0.249759 0.00042193
213980 0.249742 0.0024106
214000 0.249513 -0.00212153
214020 0.249779 -0.000562151
214040 0.249503 -0.00150355
214060 0.249767 0.00156275
214080 0.249679 -0.000585224
214100 0.249564 -0.00211235
214120 0.24978 0.000744632
214140 0.249725 -0.00172143
214160 0.249471 -0.00215149
214180 0.249579 -0.00279356
214200 0.249591 0.00154608
214220 0.249637 0.00055026
214240 0.249657 -0.00201871
214260 0.249931 0.00156291
214280 0.249952 0.000740124
214300 0.249955 0.00121635
214320 0.249953 0.00241825
214340 0.249814 -0.000955165
214360 0.249701 0.00134274
214380 0.249792 0.00263538
214400 0.249504 0.000196559
214420 0.249925 0.000386573
214440 0.249764 -0.000893324
214460 0.250006 0.00159961
214480 0.249791 0.0015908
214500 0.249576 0.000340365
214520 0.249766 -0.00233295
214540 0.249279 -0.000832134
214560 0.249815 0.00234691
214580 0.249658 -0.000854133
214600 0.249583 -0.000785967
214620 0.249579 -0.000142742
214640 0.249484 0.00153629
214660 0.249528 -0.00105364
214680 0.249591 0.000785002
214700 0.249767 0.000857381
214720 0.249516 0.00150558
214740 0.249638 0.00170022
214760 0.249539 0.000588823
214780 0.249537 -0.000501994
214800 0.249491 0.0018054
214820 0.249567 0.000222795
