thread offset unicorr gausscorr
261 320 0.253616 0.0474316
261 340 0.248011 0.0302251
261 360 0.251528 0.00665397
261 380 0.25389 0.038832
261 400 0.254516 0.00351608
261 420 0.25419 -0.0744056
261 440 0.251392 0.049773
261 460 0.249599 -0.00836205
261 480 0.259417 -0.0122111
261 500 0.255749 -0.0828963
261 520 0.256435 0.0331963
261 540 0.253286 -0.0194781
261 560 0.243909 -0.0302406
261 580 0.250588 -0.0236938
261 600 0.252329 0.00516295
261 620 0.258812 0.028507
261 640 0.252499 0.0143187
261 660 0.258104 -0.0895436
261 680 0.263048 -0.0443586
261 700 0.259673 0.0982432
261 720 0.245309 0.0777649
261 740 0.258831 -0.00132729
261 760 0.239642 0.0253328
261 780 0.239178 -0.0368511
261 800 0.24869 0.106992
261 820 0.252256 -0.0655442
261 840 0.251999 0.00682761
261 860 0.262626 -0.0501041
261 880 0.249402 -0.094013
261 900 0.259525 0.0194305
261 920 0.245249 -0.0132406
261 940 0.257071 -0.210329
261 960 0.234955 -0.0416383
261 980 0.27215 -0.203781
262 20 0.236914 0.00364648
262 40 0.23941 0.0519294
262 60 0.240402 -0.0122835
262 80 0.237665 0.0202726
262 100 0.2322 -0.0468997
262 120 0.236828 0.0114033
262 140 0.242971 0.00206741
262 160 0.239705 -0.0161152
262 180 0.237782 -0.0429443
262 200 0.234893 0.0426184
262 220 0.238208 0.000637859
262 240 0.236642 -0.0347356
262 260 0.234961 0.0451511
262 280 0.238093 0.0230698
262 300 0.23473 0.0267545
262 320 0.239003 -0.0138089
262 340 0.234175 0.0232265
262 360 0.230431 -0.0172792
262 380 0.231761 -0.00181104
262 400 0.234732 0.0501874
262 420 0.233365 0.0182482
262 440 0.235259 0.0458382
262 460 0.237874 0.0510347
262 480 0.237342 -0.00901656
262 500 0.233886 -0.0203836
262 520 0.243333 -0.0426937
262 540 0.237854 -0.000667513
262 560 0.24872 -0.00703288
262 580 0.238188 0.0363715
262 600 0.238935 -0.0194999
262 620 0.247853 -0.0153688
262 640 0.23223 0.0156809
262 660 0.242767 0.0065451
262 680 0.234965 -0.0122658
262 700 0.234065 -0.0620657
262 720 0.226919 0.0310418
262 740 0.238196 -0.0393897
262 760 0.237601 -0.0444193
262 780 0.228961 0.0343306
262 800 0.239119 -0.0193404
262 820 0.231794 -0.00702793
262 840 0.224123 0.134552
262 860 0.224491 -0.0155903
262 880 0.237555 0.00352319
262 900 0.215997 -0.0781583
262 920 0.228819 -0.078805
262 940 0.215522 -0.126943
262 960 0.232618 -0.0558836
262 980 0.250633 0.0157621
263 20 0.24792 0.0443141
263 40 0.24497 -0.00574171
263 60 0.243245 0.00870766
263 80 0.251559 0.0532538
263 100 0.246156 0.00777064
263 120 0.250065 0.0135891
263 140 0.251759 0.0301917
263 160 0.251629 0.0993639
263 180 0.250962 0.0305258
263 200 0.24692 0.00889992
263 220 0.251883 -0.0361404
263 240 0.25156 0.037694
263 260 0.247408 0.0272873
263 280 0.250643 0.0245634
263 300 0.249475 0.00883965
263 320 0.245697 0.0629821
263 340 0.245142 -0.0116294
263 360 0.242176 0.0312351
263 380 0.246242 -0.00833999
263 400 0.249383 -0.0294782
263 420 0.249442 -0.0368986
263 440 0.241247 -0.0117649
263 460 0.238542 -0.0390525
263 480 0.246668 0.0167386
263 500 0.245202 0.0292319
263 520 0.249436 0.0872778
263 540 0.246021 -0.026904
263 560 0.248308 -0.00561485
263 580 0.248958 -0.00262417
263 600 0.242465 0.00584982
263 620 0.252493 -0.0225153
263 640 0.247059 0.0307429
263 660 0.239223 0.0366612
263 680 0.244774 -0.11105
263 700 0.241368 -0.069945
263 720 0.239825 -0.0610171
263 740 0.246658 -0.0781105
263 760 0.239344 0.0979469
263 780 0.22019 -0.0743043
263 800 0.228572 -0.0492656
263 820 0.232554 -0.028573
263 840 0.218534 -0.0717027
263 860 0.226054 0.0379743
263 880 0.233179 0.091245
263 900 0.23299 0.0309665
263 920 0.224619 0.0282194
263 940 0.238564 -0.0263679
263 960 0.250597 0.0866675
263 980 0.273885 0.268575
264 20 0.237579 -0.0471761
264 40 0.239658 0.055271
264 60 0.238926 0.0307418
264 80 0.23223 0.00939384
264 100 0.241698 -0.0256715
264 120 0.237373 0.0287439
264 140 0.242593 -0.0459415
264 160 0.231901 -0.0248899
264 180 0.237219 0.000217718
264 200 0.241649 -0.0263989
264 220 0.237589 -0.0642341
264 240 0.230093 -0.020562
264 260 0.234945 0.00937649
264 280 0.236583 -0.0323098
264 300 0.23249 0.00823778
264 320 0.229907 0.0184277
264 340 0.232141 0.0245894
264 360 0.236356 -0.0634384
264 380 0.235146 0.0673235
264 400 0.234018 -0.0536661
264 420 0.227809 -0.013785
264 440 0.235357 -0.0504582
264 460 0.235763 -0.000348375
264 480 0.240033 -0.0426953
264 500 0.242291 -0.00721235
264 520 0.233677 -0.0298317
264 540 0.244161 -0.0729337
264 560 0.239196 -0.0759704
264 580 0.24539 0.0335927
264 600 0.243154 -0.0231813
264 620 0.239152 0.107419
264 640 0.248233 0.076451
264 660 0.237242 0.0026861
264 680 0.240117 0.0951835
264 700 0.239879 0.0160833
264 720 0.244928 -0.0413281
264 740 0.244497 -0.109646
264 760 0.251864 0.105975
264 780 0.246148 -0.0422043
264 800 0.236812 -0.099794
264 820 0.234395 -0.0327628
264 840 0.225907 0.0115769
264 860 0.231135 -0.160971
264 880 0.236934 -0.0662661
264 900 0.227517 -0.0925838
264 920 0.239852 -0.041159
264 940 0.267239 -0.0398051
264 960 0.275529 0.0244518
264 980 0.300836 -0.418724
265 20 0.246214 0.0151695
265 40 0.244428 -0.0428889
265 60 0.245465 -0.0246826
265 80 0.247829 0.0282129
265 100 0.24342 -0.0424454
265 120 0.244653 0.0030862
265 140 0.247244 -0.0250372
265 160 0.243022 0.0109218
265 180 0.236943 -0.0326621
265 200 0.250636 -0.000929828
265 220 0.255976 0.0319535
265 240 0.254122 0.0100668
265 260 0.253627 0.0726729
265 280 0.249866 0.0475178
265 300 0.251895 -0.000204367
265 320 0.251987 0.0540986
265 340 0.2506 0.0209597
265 360 0.254902 0.0103643
265 380 0.251756 -0.0743749
265 400 0.240639 0.0128511
265 420 0.242803 -0.0217792
265 440 0.248212 -0.00397497
265 460 0.245867 0.0469535
265 480 0.24332 -0.0334993
265 500 0.242993 -0.0321643
265 520 0.239483 -0.054799
265 540 0.242984 0.0124296
265 560 0.246048 0.0275246
265 580 0.2439 0.0739838
265 600 0.245914 -0.102465
265 620 0.242381 -0.0297572
265 640 0.241881 0.00961112
265 660 0.227821 0.0888088
265 680 0.234109 0.0030795
265 700 0.235157 0.0341101
265 720 0.231781 -0.0165786
265 740 0.232368 -0.0598898
265 760 0.225926 -0.107538
265 780 0.224928 0.0112999
265 800 0.225852 -0.0592621
265 820 0.234203 0.0350496
265 840 0.241951 -0.0426688
265 860 0.224336 0.0481472
265 880 0.24343 -0.123128
265 900 0.209451 0.0593294
265 920 0.208751 -0.0642846
265 940 0.229834 -0.123256
265 960 0.255995 0.0760286
265 980 0.220318 0.00105813
266 20 0.234029 0.0605735
266 40 0.239678 -0.0252021
266 60 0.232578 -0.0407877
266 80 0.23421 -0.0371229
266 100 0.233863 0.0120712
266 120 0.23954 0.01623
266 140 0.234755 -0.0352579
266 160 0.241483 0.0404081
266 180 0.234779 0.00178342
266 200 0.235774 -0.0461252
266 220 0.241875 0.0013831
266 240 0.231943 -0.0338163
266 260 0.24129 -0.02167
266 280 0.233933 0.111811
266 300 0.240416 0.000445004
266 320 0.241805 0.00089728
266 340 0.234846 -0.00826571
266 360 0.234552 -0.0134534
266 380 0.240325 0.00670459
266 400 0.236675 0.0134298
266 420 0.230915 -0.0467995
266 440 0.228971 0.0494285
266 460 0.230519 0.00562963
266 480 0.23873 0.039035
266 500 0.236945 -0.0212971
266 520 0.235133 -0.0874336
266 540 0.243069 -0.0219627
266 560 0.240184 0.0403104
266 580 0.240996 -7.87902e-05
266 600 0.244599 0.00484319
266 620 0.240834 -0.00182954
266 640 0.232642 -0.0431256
266 660 0.23731 -0.0622854
266 680 0.232415 0.133442
266 700 0.240663 -0.0942264
266 720 0.229096 0.04151
266 740 0.236416 0.0129172
266 760 0.230821 0.138138
266 780 0.245429 0.0654742
266 800 0.242718 -0.0626182
266 820 0.231761 -0.0874307
266 840 0.233577 -0.185537
266 860 0.241528 0.024736
266 880 0.222176 0.0068736
266 900 0.221376 0.212164
266 920 0.20456 -0.0424479
266 940 0.188427 -0.154104
266 960 0.205495 -0.170826
266 980 0.218566 -0.17507
267 20 0.252733 -0.0109929
267 40 0.252538 0.0373483
267 60 0.254401 -0.00154937
267 80 0.253706 0.0442509
267 100 0.253429 0.0114101
267 120 0.25925 -0.0211683
267 140 0.262052 0.0434416
267 160 0.246501 0.00416591
267 180 0.251462 0.0225177
267 200 0.25005 0.0104678
267 220 0.247259 0.046372
267 240 0.251984 -0.0654842
267 260 0.24897 0.00493696
267 280 0.254162 0.0424034
267 300 0.248365 0.0528172
267 320 0.254656 0.047745
267 340 0.253708 0.0473218
267 360 0.247136 0.0448087
267 380 0.253277 0.0464287
267 400 0.254042 -0.0215144
267 420 0.245032 0.0482599
267 440 0.251678 -0.00285581
267 460 0.250704 -0.00343147
267 480 0.247758 -0.0199823
267 500 0.259264 -0.026638
267 520 0.258885 9.52449e-05
267 540 0.253614 -0.0130958
267 560 0.253441 0.0525164
267 580 0.254293 -0.0242702
267 600 0.251957 0.0389314
267 620 0.247931 0.0617327
267 640 0.24414 -0.0259665
267 660 0.249957 0.0519335
267 680 0.249126 -0.0703648
267 700 0.256347 -0.0165014
267 720 0.265668 -0.141452
267 740 0.264506 0.119608
267 760 0.244486 -0.122508
267 780 0.263414 -0.0809729
267 800 0.253497 -0.131031
267 820 0.258935 0.115058
267 840 0.249102 -0.0460675
267 860 0.255627 0.0854524
267 880 0.248671 0.0944646
267 900 0.258376 -0.0163838
267 920 0.252115 0.0963206
267 940 0.227292 0.00826802
267 960 0.223244 -0.04196
267 980 0.160823 -0.0254078
268 20 0.254805 0.0226321
268 40 0.258858 -0.00408344
268 60 0.251563 0.00500495
268 80 0.258912 -0.0753948
268 100 0.254669 0.0423565
268 120 0.259079 -0.0158015
268 140 0.253635 0.0705586
268 160 0.250619 -0.00317109
268 180 0.2492 0.0507122
268 200 0.250385 -0.0282031
268 220 0.250549 -0.0398031
268 240 0.250043 -0.01715
268 260 0.250353 0.00766386
268 280 0.246652 0.0496533
268 300 0.25695 0.0221859
268 320 0.25541 0.0136041
268 340 0.251029 -0.0382878
268 360 0.254665 0.0656825
268 380 0.25053 0.0619051
268 400 0.248757 0.0426043
268 420 0.25127 0.0051751
268 440 0.253668 -0.0677979
268 460 0.250825 0.038245
268 480 0.252455 0.0515344
268 500 0.247704 -0.0260675
268 520 0.253072 0.0293274
268 540 0.258013 0.0469389
268 560 0.2583 -0.0428955
268 580 0.262664 0.0229892
268 600 0.254004 0.00799785
268 620 0.260949 -0.0624803
268 640 0.246659 0.00805088
268 660 0.253665 0.115718
268 680 0.256087 -0.0557963
268 700 0.257217 -0.0606629
268 720 0.258751 0.0378988
268 740 0.252646 -0.066017
268 760 0.262992 0.106228
268 780 0.265919 -0.0269035
268 800 0.273831 0.0972768
268 820 0.260759 -0.00242848
268 840 0.271659 0.0120654
268 860 0.247564 0.0772929
268 880 0.252496 -0.0492614
268 900 0.248506 0.211691
268 920 0.245224 -0.141672
268 940 0.214724 -0.0826091
268 960 0.230372 0.207972
268 980 0.277137 -0.73464
269 20 0.251876 -0.0133827
269 40 0.256513 0.045818
269 60 0.253818 0.0399943
269 80 0.247741 0.00267598
269 100 0.252282 0.0280512
269 120 0.250481 -0.0583132
269 140 0.245142 -0.0246937
269 160 0.253819 0.00464583
269 180 0.248928 0.00944509
269 200 0.256787 0.0321549
269 220 0.255615 0.00179623
269 240 0.253815 0.0213491
269 260 0.258116 0.0782545
269 280 0.259073 -0.024704
269 300 0.253408 0.02171
269 320 0.253432 -0.00176741
269 340 0.251137 -0.102727
269 360 0.258998 -0.0510788
269 380 0.249784 -0.0362833
269 400 0.257796 -0.0277412
269 420 0.25223 0.0323408
269 440 0.25128 -0.0783355
269 460 0.257467 0.0252992
269 480 0.245759 0.0309562
269 500 0.256031 0.0851431
269 520 0.254072 0.00545773
269 540 0.261101 -0.0310903
269 560 0.254367 0.0753397
269 580 0.256042 -0.0314017
269 600 0.246711 0.121077
269 620 0.251014 -0.124225
269 640 0.257094 0.0387063
269 660 0.253135 -0.0464072
269 680 0.247879 -0.0446425
269 700 0.251285 0.00106276
269 720 0.248944 -0.0736316
269 740 0.259906 -0.0769043
269 760 0.251103 -0.0171386
269 780 0.247089 -0.0532027
269 800 0.243379 -0.00883196
269 820 0.251795 -0.0427765
269 840 0.242992 -0.0371167
269 860 0.248789 -0.0247409
269 880 0.248487 -0.0687697
269 900 0.25391 -0.023457
269 920 0.263843 -0.0500041
269 940 0.254985 -0.0494013
269 960 0.237289 -0.010791
269 980 0.246972 -0.737861
270 20 0.24332 0.0359715
270 40 0.24847 0.00375937
270 60 0.253166 0.00748227
270 80 0.246147 -0.0390355
270 100 0.249006 -0.0239156
270 120 0.245556 -0.0448908
270 140 0.245724 -0.0539453
270 160 0.245409 0.0022481
270 180 0.245595 -0.0363523
270 200 0.248913 0.000427341
270 220 0.243623 0.0410273
270 240 0.243376 0.0314254
270 260 0.250587 0.0100256
270 280 0.24737 -0.0349068
270 300 0.248298 0.0348029
270 320 0.253739 0.0610156
270 340 0.246291 -0.0103072
270 360 0.254404 -0.00782493
270 380 0.241471 -0.0423323
270 400 0.243728 -0.05056
270 420 0.247116 0.00388793
270 440 0.242712 -0.0171262
270 460 0.249193 -0.00793127
270 480 0.245521 0.0399326
270 500 0.239666 -0.0795162
270 520 0.252772 0.0475401
270 540 0.246874 -0.0173053
270 560 0.244758 -0.0530535
270 580 0.247159 0.00979324
270 600 0.245025 0.0659344
270 620 0.247927 0.100263
270 640 0.244871 -0.0081803
270 660 0.240296 0.0264978
270 680 0.245426 0.119081
270 700 0.2364 0.0162106
270 720 0.248305 -0.0452272
270 740 0.244967 -0.0152039
270 760 0.234073 0.0283741
270 780 0.238927 0.0359968
270 800 0.240364 -0.0367635
270 820 0.244778 -0.0731593
270 840 0.255225 0.0390728
270 860 0.245942 -0.0881193
270 880 0.254417 -0.227374
270 900 0.225929 0.0247297
270 920 0.213128 0.0164779
270 940 0.182667 0.0975098
270 960 0.163202 -0.121813
270 980 0.157106 0.205648
271 20 0.249714 0.0318087
271 40 0.245954 -0.0351239
271 60 0.25258 0.0602116
271 80 0.248822 0.0537654
271 100 0.253868 0.0302399
271 120 0.250172 0.0239753
271 140 0.253361 0.00650145
271 160 0.254584 0.0217752
271 180 0.254319 0.0317244
271 200 0.257024 0.0138714
271 220 0.251259 0.0261321
271 240 0.256351 0.00596455
271 260 0.256185 -0.0150597
271 280 0.257559 0.0147602
271 300 0.259663 -0.0293697
271 320 0.257312 -0.0564829
271 340 0.258178 0.0297187
271 360 0.252819 -0.00037477
271 380 0.250903 -0.0282727
271 400 0.251975 0.000738403
271 420 0.257853 0.0743892
271 440 0.24743 -0.0311278
271 460 0.259152 -0.0134301
271 480 0.249563 -0.0262504
271 500 0.249672 0.00988046
271 520 0.252208 0.0739286
271 540 0.241566 0.0199626
271 560 0.238119 0.0360931
271 580 0.238311 0.0971408
271 600 0.240846 0.0309708
271 620 0.24486 -0.015009
271 640 0.239582 0.101732
271 660 0.243679 -0.0384116
271 680 0.235821 0.0202508
271 700 0.237672 0.0121506
271 720 0.237197 0.0772255
271 740 0.237439 -0.0351829
271 760 0.237217 0.0567592
271 780 0.243224 -0.0361023
271 800 0.242496 -0.0198613
271 820 0.240499 0.0385064
271 840 0.231725 -0.0532405
271 860 0.222762 0.0580547
271 880 0.23334 0.0859196
271 900 0.25021 0.0689571
271 920 0.241832 0.018095
271 940 0.235273 -0.266434
271 960 0.266051 -0.154925
271 980 0.251951 -0.154028
272 20 0.261271 0.0384338
272 40 0.257868 0.00427436
272 60 0.263414 -0.0407998
272 80 0.258828 0.00199083
272 100 0.26737 0.00107872
272 120 0.266966 0.0209653
272 140 0.26951 0.00649594
272 160 0.261568 -0.00436839
272 180 0.26152 0.014218
272 200 0.267343 0.0247339
272 220 0.259916 0.0371877
272 240 0.267092 -0.0386124
272 260 0.265638 -0.0501301
272 280 0.261153 -0.0530773
272 300 0.258081 -0.0130854
272 320 0.262499 0.0734486
272 340 0.26563 -0.00999602
272 360 0.260394 -0.0441417
272 380 0.262624 -0.036186
272 400 0.265746 -0.0605878
272 420 0.261357 -0.0109183
272 440 0.26097 0.0192796
272 460 0.263013 -0.00355511
272 480 0.263714 0.00483796
272 500 0.259897 -0.0864343
272 520 0.257522 -0.00286984
272 540 0.269486 0.0194303
272 560 0.267173 0.0312034
272 580 0.268083 -0.00596529
272 600 0.269849 -0.137117
272 620 0.258169 0.0500343
272 640 0.261593 0.0388162
272 660 0.25759 0.057539
272 680 0.258688 -0.0375162
272 700 0.262894 0.0126355
272 720 0.253368 -0.0202433
272 740 0.261718 -0.0483162
272 760 0.245409 0.0433792
272 780 0.259124 -0.0749503
272 800 0.256927 -0.0544088
272 820 0.264731 -0.0274922
272 840 0.248375 0.0283485
272 860 0.243568 0.00655169
272 880 0.245595 0.0387125
272 900 0.235821 0.0622573
272 920 0.268155 -0.0473742
272 940 0.269756 -0.0807799
272 960 0.274738 -0.212838
272 980 0.257362 0.289071
273 20 0.252059 -0.000111174
273 40 0.245832 -0.0140467
273 60 0.252832 0.094987
273 80 0.25233 0.0156124
273 100 0.249225 -0.00709236
273 120 0.242199 -0.00786005
273 140 0.243544 -0.00604194
273 160 0.249817 -0.0205961
273 180 0.247994 0.0225696
273 200 0.248415 -0.0509452
273 220 0.248471 -0.0717014
273 240 0.246823 0.0271081
273 260 0.249656 0.0302166
273 280 0.251597 -0.0161245
273 300 0.25046 0.0946569
273 320 0.248732 -0.0146336
273 340 0.242368 -0.0643546
273 360 0.250158 0.0349086
273 380 0.245657 -0.00109965
273 400 0.246088 -0.038924
273 420 0.252336 0.00998923
273 440 0.253955 0.0712637
273 460 0.253651 -0.0443107
273 480 0.253527 -0.0629557
273 500 0.251595 -0.00305919
273 520 0.250268 -0.0421113
273 540 0.246766 0.0534719
273 560 0.252401 -0.00553107
273 580 0.251547 -0.0211637
273 600 0.240027 0.0412362
273 620 0.246882 -0.033649
273 640 0.250084 0.0121398
273 660 0.247748 0.00680393
273 680 0.250313 -0.00496219
273 700 0.262402 -0.0710333
273 720 0.258741 0.0393431
273 740 0.253848 -0.0248923
273 760 0.257344 0.0200341
273 780 0.254114 -0.0880067
273 800 0.258256 -0.0846509
273 820 0.255148 0.0818136
273 840 0.257083 0.0295611
273 860 0.257841 0.0580131
273 880 0.261391 0.0341795
273 900 0.277791 0.119763
273 920 0.264795 0.0947996
273 940 0.255262 0.034136
273 960 0.255886 -0.0739069
273 980 0.275412 0.312983
274 20 0.225991 -0.0429917
274 40 0.231622 -0.0301415
274 60 0.226999 -0.0292415
274 80 0.230439 0.012439
274 100 0.230949 0.0716675
274 120 0.228089 -0.0701892
274 140 0.220965 -0.00127788
274 160 0.226453 0.00879205
274 180 0.223233 -0.028722
274 200 0.230295 -0.0207064
274 220 0.223399 0.0104195
274 240 0.225157 -0.00253678
274 260 0.222542 -0.00351432
274 280 0.222536 0.0175744
274 300 0.225345 -0.030489
274 320 0.225893 0.0430479
274 340 0.219289 -0.00444324
274 360 0.222415 0.0481648
274 380 0.227397 0.00175321
274 400 0.222574 -0.0697879
274 420 0.225635 -0.0321275
274 440 0.22598 0.00195435
274 460 0.225968 -0.0592062
274 480 0.221474 -0.00856244
274 500 0.228299 0.0381788
274 520 0.219803 -0.0372716
274 540 0.220311 0.00386767
274 560 0.21965 -0.0137229
274 580 0.215552 -0.0448836
274 600 0.224516 0.0420135
274 620 0.220073 0.0149776
274 640 0.217854 0.0103703
274 660 0.21482 0.0607212
274 680 0.230852 0.0117624
274 700 0.227934 0.0372428
274 720 0.22413 -0.016793
274 740 0.218077 -0.0239429
274 760 0.219767 0.0849699
274 780 0.218533 0.0451542
274 800 0.220779 0.0457181
274 820 0.210425 -0.0554981
274 840 0.203445 0.149707
274 860 0.211834 0.0655062
274 880 0.196024 0.149779
274 900 0.179105 -0.0916864
274 920 0.181905 -0.0107869
274 940 0.157036 -0.0700027
274 960 0.167698 -0.209477
274 980 0.129829 -0.224571
275 20 0.249388 -0.0799441
275 40 0.249738 0.0111427
275 60 0.255585 -0.00885936
275 80 0.252083 -0.0215356
275 100 0.254447 0.0279653
275 120 0.253601 -0.0124134
275 140 0.254489 0.0483537
275 160 0.257712 -0.012471
275 180 0.254722 0.00545865
275 200 0.250341 -0.0199896
275 220 0.255589 0.0195969
275 240 0.247985 -0.00438305
275 260 0.255392 0.013498
275 280 0.252186 -0.045385
275 300 0.257225 0.0151915
275 320 0.259233 -0.0470035
275 340 0.254825 0.0213846
275 360 0.254489 0.0242056
275 380 0.24962 -0.0342732
275 400 0.256335 -0.0385612
275 420 0.256053 0.0494458
275 440 0.257127 0.0145234
275 460 0.258202 -0.0685787
275 480 0.252854 0.00443344
275 500 0.247446 0.0791891
275 520 0.252776 -0.0393049
275 540 0.243577 0.0327563
275 560 0.250633 -0.0473656
275 580 0.250605 0.0773945
275 600 0.247923 0.00732363
275 620 0.254726 0.0387034
275 640 0.245057 -0.0819105
275 660 0.252894 -0.00848602
275 680 0.245307 -0.0295336
275 700 0.239467 0.0175448
275 720 0.260146 0.000377031
275 740 0.257114 -0.021991
275 760 0.244283 -0.0300118
275 780 0.237186 -0.0160973
275 800 0.243875 0.0870157
275 820 0.246759 0.0180505
275 840 0.231716 0.0350494
275 860 0.240317 0.0163271
275 880 0.231211 -0.0304653
275 900 0.222623 -0.145302
275 920 0.229776 0.0831114
275 940 0.240222 0.0677581
275 960 0.21958 0.131402
275 980 0.206114 -0.0255929
276 20 0.236809 -0.0254429
276 40 0.244716 0.00565673
276 60 0.242048 0.0794278
276 80 0.24161 0.0199659
276 100 0.247644 -0.0784159
276 120 0.248311 0.0243186
276 140 0.242225 -0.006841
276 160 0.24512 0.0193632
276 180 0.241997 -0.0381231
276 200 0.245848 -0.0298406
276 220 0.243056 0.00512331
276 240 0.244007 0.050229
276 260 0.242645 0.015852
276 280 0.241055 -0.0147832
276 300 0.238365 0.0203365
276 320 0.24324 -0.0803634
276 340 0.238394 -0.0256365
276 360 0.240201 0.0808977
276 380 0.24418 -0.0190046
276 400 0.242713 -0.0496512
276 420 0.24196 0.0243179
276 440 0.251275 -0.0464145
276 460 0.247236 0.0223617
276 480 0.246442 0.010648
276 500 0.239517 0.00609106
276 520 0.244696 0.0428064
276 540 0.242616 0.0166208
276 560 0.244157 -0.0400723
276 580 0.243234 0.00992956
276 600 0.241436 0.022961
276 620 0.247329 0.0454759
276 640 0.244889 -0.0505695
276 660 0.248774 -0.03132
276 680 0.25037 -0.0225552
276 700 0.254546 -0.052344
276 720 0.240398 -0.0704369
276 740 0.246647 -0.0108816
276 760 0.245588 -0.0919207
276 780 0.241306 0.0792203
276 800 0.228081 0.0592514
276 820 0.246736 0.176523
276 840 0.239478 -0.0545316
276 860 0.235447 0.0428173
276 880 0.231548 0.112909
276 900 0.217428 -0.033716
276 920 0.213562 -0.21605
276 940 0.240669 0.256403
276 960 0.220357 0.162015
276 980 0.305507 -0.0517463
277 20 0.241696 0.0617509
277 40 0.237466 0.00680761
277 60 0.241166 0.0524362
277 80 0.238657 0.0740387
277 100 0.241958 0.0371795
277 120 0.239701 -0.0243311
277 140 0.239677 0.0434822
277 160 0.239396 -0.00715994
277 180 0.235645 0.0252016
277 200 0.242562 0.01732
277 220 0.239831 0.048868
277 240 0.235734 0.0207028
277 260 0.236493 -0.1298
277 280 0.24158 0.0934047
277 300 0.239579 0.040855
277 320 0.235906 0.0233569
277 340 0.236502 -0.00294852
277 360 0.235268 -0.0575069
277 380 0.233817 0.0441974
277 400 0.242353 0.0410829
277 420 0.230077 -0.0278112
277 440 0.24469 -0.0676786
277 460 0.235368 -0.0387103
277 480 0.246612 0.0260843
277 500 0.247363 -0.0460443
277 520 0.242228 -0.0209686
277 540 0.248684 -0.071807
277 560 0.246388 -0.0304906
277 580 0.243703 -0.00561614
277 600 0.251476 0.011213
277 620 0.242755 0.0501283
277 640 0.250221 -0.120441
277 660 0.237868 -0.0319978
277 680 0.252508 -0.00707111
277 700 0.253058 -0.0971245
277 720 0.246231 0.0853326
277 740 0.244856 -0.0614391
277 760 0.24389 -0.0858244
277 780 0.234763 -0.07397
277 800 0.240691 0.00379402
277 820 0.244578 -0.0879954
277 840 0.233806 -0.0437824
277 860 0.238304 -0.0474847
277 880 0.240378 -0.056061
277 900 0.274347 -0.0693745
277 920 0.259739 -0.0473683
277 940 0.247912 0.115206
277 960 0.219518 -0.05211
277 980 0.340015 0.219687
278 20 0.249974 0.04326
278 40 0.247092 -0.00565186
278 60 0.24744 -0.0120775
278 80 0.252058 0.0219542
278 100 0.257313 -0.0256242
278 120 0.258266 0.0156198
278 140 0.256507 -0.0197888
278 160 0.249793 -0.0356427
278 180 0.249939 -0.0428607
278 200 0.252928 0.0305438
278 220 0.256351 0.00982082
278 240 0.257876 0.00341957
278 260 0.245831 0.0309727
278 280 0.250355 -0.0126049
278 300 0.250828 -0.0174725
278 320 0.257305 -0.049361
278 340 0.256736 -0.00112274
278 360 0.253299 0.0129947
278 380 0.251281 0.0109511
278 400 0.251434 0.0235677
278 420 0.255854 0.0891321
278 440 0.259502 -0.00107146
278 460 0.253113 -0.00691874
278 480 0.249748 0.0517156
278 500 0.250889 -0.0486786
278 520 0.251547 0.0470185
278 540 0.245401 -0.0398491
278 560 0.24985 -0.0242998
278 580 0.248847 0.0978874
278 600 0.24757 0.0268606
278 620 0.249398 -0.0309862
278 640 0.249257 0.0254332
278 660 0.24895 -0.0331286
278 680 0.248142 -0.0107537
278 700 0.251351 -0.0495622
278 720 0.251228 -0.0845869
278 740 0.244167 0.0116561
278 760 0.254132 0.0981393
278 780 0.240587 -0.0811576
278 800 0.247567 -0.0979213
278 820 0.239637 0.0900627
278 840 0.234697 0.146678
278 860 0.234601 -0.276896
278 880 0.249413 -0.0434914
278 900 0.258367 -0.0562592
278 920 0.257019 -0.232386
278 940 0.258967 0.0635413
278 960 0.287554 -0.0417698
278 980 0.270312 -0.442527
279 20 0.249026 0.0166422
279 40 0.250126 0.00127001
279 60 0.248345 0.0042354
279 80 0.245923 0.0103411
279 100 0.249489 -0.0120479
279 120 0.244683 -0.0125627
279 140 0.247232 0.0450737
279 160 0.248504 -0.0346766
279 180 0.251679 -0.0159999
279 200 0.253364 -0.0454993
279 220 0.24978 -0.0123592
279 240 0.250037 0.0197419
279 260 0.24716 -0.0123633
279 280 0.253318 -0.0422575
279 300 0.252066 -0.0321228
279 320 0.254353 0.0202621
279 340 0.247912 0.0276551
279 360 0.257827 -0.00230094
279 380 0.252901 0.00924231
279 400 0.245826 -0.018606
279 420 0.248127 -0.022729
279 440 0.246097 -0.00924137
279 460 0.246233 -0.0250513
279 480 0.250905 -0.0182655
279 500 0.249115 -0.0288553
279 520 0.26074 -0.0175223
279 540 0.253439 -0.0164143
279 560 0.252917 -0.0118424
279 580 0.254157 -0.0086499
279 600 0.256551 -0.0885125
279 620 0.251588 0.057081
279 640 0.262204 0.0359229
279 660 0.259065 0.0132906
279 680 0.252181 0.0418828
279 700 0.241992 0.0443527
279 720 0.251265 -0.0721295
279 740 0.262014 -0.0786921
279 760 0.25285 -0.0325248
279 780 0.257797 0.126067
279 800 0.263137 -0.0845548
279 820 0.260893 -0.00599976
279 840 0.269617 -0.075489
279 860 0.282663 0.110925
279 880 0.274115 0.0291577
